Combined_Text,Category
HELEN OF TROY CORP &lt;HELE> 4TH QTR FEB 28 NET shr 17 ct v 13 ct net 598000 v 392000 sale 102 mln v 7474000 avg shr 3432000 v 3045000 year oper shr profit 105 dlr v loss 47 ct oper net profit 3498000 v loss 1427000 sale 522 mln v 408 mln avg shr 3320000 v 3060000 note latest year net exclud 782000 dlr tax credit,earn
BANKERS TRUST &lt;BT> PUTS BRAZIL ON NON-ACCRUAL banker trust new york corp said place approxim 540 mln dlr medium longterm loan brazil nonaccru statu firstquart net incom reduc seven mln dlr result brazil suspend interest payment 68 billion dlr medium longterm debt februari 22 u bank regul requir bank stop accru interest loan payment 90 day overdu banker trust said act high potenti continu suspen would result reach 90day limit second quarter 1987 assum cash payment current interest rate receiv rest 1987 banker trust estim fullyear net incom would reduc 30 mln dlr banker trust said assum debt negoti brazil commerci bank lender lead resumpt interest payment negoti resum new york friday central bank governor francisco gro expect ask bank 90day rollov 95 billion dlr term debt matur april 15,earn
&lt;FIRST MERCANTILE CURRENCY FUND INC> 1ST QTR NET shr profit 63 ct v 22 ct net 775868 v 276446 rev 2255742 v 706130,earn
" UK INTERVENTION BD SAYS EC SOLD 118,350 TONNES WHITE SUGAR AT REBATE 46.496 ECUS.
 uk interv bd say ec sold 118350 tonn white sugar rebat 46496 ecu",sugar
STOLTENBERG SEES MOVES TO STRENGTHEN PARIS ACCORD west german financ minist gerhard stoltenberg said today meet major industri countri would look way strengthen pari accord stabil foreign exchang rate stoltenberg told journalist saw fundament weak februari 22 agreement group five countri canada keep exchang rate near thencurr level declin say measur would discu ahead communiqu group seven minist later today stoltenberg bundesbank presid karl otto poehl said import pari agreement also known louvr accord underestim stoltenberg said greater agreement among major countri six month ago time annual meet intern monetari fund world bank mark sharp discord unit state major trade partner fundament weak pari accord said look way strengthen want discu stoltenberg said louvr agreement work despit slight firm yen dollar poehl note dollarmark pariti unchang sinc februari 22 without bundesbank sell mark support dollar louvr agreement honor market said poehl said west germani live side bargain pari prepar way tax cut accel way stimul growth poehl said howev japan yet fulfil pledg econom stimul see unit state abl promi pari reduc budget deficit get congress ad stoltenberg reiter west german concern fall dollar note mark 85 pct dollar nearli 20 pct tradeweight basi cannot expect go unnot economi german problem european problem said,money-fx
U.K. INTERVENTION BOARD DETAILS EC SUGAR SALES total 118350 tonn current seri white sugar receiv export rebat maximum 46496 european currenc unit ecu per 100 kilo today european commun ec tender uk interv board said trader uk receiv 37800 tonn franc 34500 west germani 20000 belgium 18500 spain 5800 denmark 1750 tonn ad earlier today london trader declin give project view level subsidi although said total tonnag award would around 60000 tonn pari trader foresaw 60000 100000 tonn authori export 46404650 ecu subsidi cumul sale authori current season 198687 stand 2194970 tonn 43 week last week saw 102350 tonn white authori export licenc endsep higest ever rebat 46864 european currenc unit ecu per 100 kilo,sugar
MEAD &lt;MEA> EXPECTS IMPROVED EARNINGS THIS YEAR mead corp said outlook major paper market look strong second quarter augur well earn 1987 gener strong outlook bode well significantli improv earn year burnel robert chairman chief execut offic said earlier compani report first quarter earn 342 mln dlr 109 dlr share versu 203 mln dlr 65 ct share last year first quarter 1986 compani report earn continu oper 1093 mln dlr 350 dlr share mead said first quarter benefit stronger market condit improv oper combin capit improv program employ involv pay throughout paper oper robert said ad mead pulp paperboard busi oper well price improv strong demand place product soldout posit middl year mead said sale unbleach coat paperboard particularli strong 13 pct versu first quarter 1986,earn
AMERTEK INC &lt;ATEKF> 1ST QTR NET shr profit 20 ct v loss three ct net profit 849299 v loss 82512 rev 7929138 v 3849224,earn
ALEX BROWN INC &lt;ABSB> 1ST QTR MARCH 27 NET shr primari 78 ct v 68 ct shr dilut 75 ct v 68 ct qtrli div six ct v five ct net 7929000 v 6569000 rev 787 mln v 619 mln note pay date qtrli div april 28 sharehold record april 20,earn
TOWN AND COUNTRY JEWELRY MANUFACTURING &lt;TCJC> 4thh qtr feb 28 shr 46 ct v 22 ct net 2139034 v 854182 sale 308 mln v 206 mln avg shr 5280854 v 4559646 year shr 134 dlr v 115 dlr net 5935117 v 4156171 sale 1072 mln v 716 mln avg shr 5281387 v 3616183 note town countri jewelri manufactur corp,earn
PAXAR CORP &lt;PAKS> MAKES ACQUISITION paxar corp said acquir thermoprint gmbh lohn west germani distributor paxar product undisclo term,acq
&lt;MARK'S WORK WEARHOUSE LTD> YEAR JAN 31 NET shr 10 ct v 32 ct net 975000 v 3145000 sale 1591 mln v 1473 mln,earn
"CANADIAN BASHAW, ERSKINE RESOURCES TO MERGE canadian bashaw leduc oil ga ltd said agr merg erskin resourc ltd term disclo ownership combin compani 188 pct current sharehold canadian bashaw 812 pct current sharehold erskin compani said",acq
ENTOURAGE &lt;ENTG> HAS FIRST QUARTER LOSS entourag intern inc said first quarter loss 104357 dlr incur 70000 dlr cost intern audit report sharehold proxi solici 24000 dlr startup expen open london offic compani went public 1986 entourag also said start market solid perfum packag lipstick tube call amadeu retail 15 dlr compani also said acquir north countri medium group video product compani,earn
&lt;MR. JAX FASHIONS INC> YEAR FEB 28 NET shr 58 ct v 29 ct net 3141000 v 1440000 sale 247 mln v 130 mln,earn
"F.W. WOOLWORTH CO SAYS IT HIKES DIVIDEND TO 33 CTS A SHARE FROM 28 CTS
 fw woolworth co say hike dividend 33 ct share 28 ct",earn
F.W. WOOLWORTH CO &lt;Z> HIKES DIVIDEND qtli div 33 ct v 28 ct prior pay june 1 record may 1,earn
DUTCH SUGAR BEET PLANTING HALF FINISHED roughli half year expect 130000 hectar dutch sugar beet crop alreadi ground spokesman suiker uni largest sugar processor netherland told reuter condit gener good averag sow date crop expect around april 11 april 23 last year 10year averag april 14 spokesman ad far earli yet say kind output expect come harvest septemb least crop good start said last year netherland plant record 137600 hectar sugar beet produc record 12 mln tonn white sugar substanti countri combin b quota 872000 tonn year howev selfimpo quota system introduc aim cut plant 130000 hectar reduc white sugar output around 915000 tonn minimi amount nonquota c sugar produc farmer record grow suger beet allot quota expect prevent area boost dairi cereal farmer move sugar,sugar
"J.P. MORGAN AND CO INC 1ST QTR SHR 1.22 DLRS VS 1.28 DLRS
 jp morgan co inc 1st qtr shr 122 dlr v 128 dlr",earn
EC COMMISSION DETAILS SUGAR TENDER ec commiss confirm grant export licenc 118350 tonn current seri white sugar maximum export rebat 46496 european currenc unit ecu per 100 kilo trader franc receiv 34500 tonn uk 37800 westgermani 20000 belgium 18500 spain 5800 denmark 1750 tonn,sugar
VOLKSWAGEN DIVIDEND DECISION DUE TOMORROW volkswagen ag vowgf vw due make formal announc 1986 dividend tomorrow say 1985 level 10 mark per ordinari share would held despit massiv loss suspect foreign currenc fraud spokesman said vw supervisori board meet tomorrow discu payout statement made afterward vw also said disclo profit 1986 reach 1985 level despit provi possibl 480 mln mark link currenc affair figur virtual 477 mln mark 1985 parent compani net profit vw first confirm currenc scandal march 10 said manag board would propo unchang 10mark dividend supervisori board dividend 11 mark would propo compani new prefer share share analyst said saw supervisori board approv manag board propo virtual formal anyth el would surpri one said compani sourc said vw would dig reserv maintain disclo profit parent compani reserv stood around three billion mark end1985,earn
CITYTRUST BANCORP INC &lt;CITR> 1ST QTR NET shr 140 dlr v 116 dlr net 5776000 v 4429000 avg shr 4132828 v 3834117,earn
SOUTHMARK &lt;SM> ACQUIRES 28 NURSING HOMES southmark corp said acquir 28 longterm care facil contain approxim 70 mln dlr cash said facil contain approxim 2500 bed seven western state bought bybe associ salemor acquist bring 57 health care facil acquir last three month compani said,acq
J.P. MORGAN AND CO INC &lt;JPM> 1ST QTR NET shr 122 dlr v 128 dlr net 2264 mln v 2339 mln asset 8045 billion v 7023 billion loan 3516 billion v 3599 billion deposit 4522 billion v 3968 billion return asset 114 pct v 135 pct return common equiti 1820 pct v 2208 pct note 1987 qtr net reduc 20 mln dlr 13 billion dlr loan brazil place nonaccru loan loss provi 35 mln dlr v 70 mln year earlier,earn
